"Judet","Localitate","Tip artera","Denumire artera","Numar/Bloc","Codpostal"
"Giurgiu","Giurgiu","Piața","1907","nr. 1-T","080317"
"Giurgiu","Giurgiu","Strada","Iorga Nicolae","nr. 1-47","080324"
"Giurgiu","Giurgiu","Strada","Iorga Nicolae","nr. 2-56","080326"
"Giurgiu","Giurgiu","Bulevardul","Brătianu I. C. Ion","nr. 73-169","080362"
"Giurgiu","Giurgiu","Bulevardul","Brătianu I. C. Ion","nr. 86-192","080365"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 69-177","080372"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 179-T","080373"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 86-226","080375"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 228-T","080376"
"Giurgiu","Giurgiu","Piața","Sfântul Gheorghe","nr. 5-T","080392"
"Giurgiu","Giurgiu","Piața","Sfântul Gheorghe","nr. 6-T","080394"
"Giurgiu","Giurgiu","Strada","Plevnei","nr. 19-T","080412"
"Giurgiu","Giurgiu","Strada","Plevnei","nr. 24-T","080414"
"Giurgiu","Giurgiu","Strada","Eminescu Mihai","","080421"
"Giurgiu","Giurgiu","Strada","Babeș Victor, dr.","","080422"
"Giurgiu","Giurgiu","Strada","Pescarilor","","080423"
"Giurgiu","Giurgiu","Strada","Fântânilor","","080424"
"Giurgiu","Giurgiu","Fundătura","Fântânilor","","080425"
"Giurgiu","Giurgiu","Fundătura","Linului","","080426"
"Giurgiu","Giurgiu","Strada","Vianu Tudor","","080427"
"Giurgiu","Giurgiu","Fundătura","Nalbei","","080428"
"Giurgiu","Giurgiu","Fundătura","Vânătorilor","","080429"
"Giurgiu","Giurgiu","Strada","23 August","bl. M.I.","080431"
"Giurgiu","Giurgiu","Strada","23 August","nr. 1","080431"
"Giurgiu","Giurgiu","Strada","23 August","nr. 2-14","080434"
"Giurgiu","Giurgiu","Strada","Cărămidarii Vechi","","080475"
"Giurgiu","Giurgiu","Strada","Cărămidarii Noi","","080476"
"Giurgiu","Giurgiu","Ulița","Cărămidarii Noi","","080477"
"Giurgiu","Giurgiu","Ulița","Vidra","","080478"
"Giurgiu","Giurgiu","Strada","Grigorescu Nicolae, pictor","","080479"
"Giurgiu","Giurgiu","Intrarea","Păltiniș","","080481"
"Giurgiu","Giurgiu","Fundătura","Câlniștea","","080482"
"Giurgiu","Giurgiu","Strada","Andreescu, pictor","","080483"
"Giurgiu","Giurgiu","Fundătura","Pescăruș","","080484"
"Giurgiu","Giurgiu","Intrarea","Pajiștei","","080485"
"Giurgiu","Giurgiu","Strada","Videle","","080486"
"Giurgiu","Giurgiu","Intrarea","Videle","","080487"
"Giurgiu","Giurgiu","Intrarea","Trifoiului","","080488"
"Giurgiu","Giurgiu","Fundătura","Oncești","","080489"
"Giurgiu","Giurgiu","Intrarea","Lacului","","080491"
"Giurgiu","Giurgiu","Strada","Prutului","","080492"
"Giurgiu","Giurgiu","Strada","Dâmboviței","","080493"
"Giurgiu","Giurgiu","Strada","Siretului","","080494"
"Giurgiu","Giurgiu","Strada","Milcov","","080495"
"Giurgiu","Giurgiu","Strada","Oborului","","080496"
"Giurgiu","Giurgiu","Ulița","Ciocârliei","","080497"
"Giurgiu","Giurgiu","Intrarea","Dâmboviței","","080498"
"Giurgiu","Giurgiu","Strada","Negru Vodă","nr. 89-T","080503"
"Giurgiu","Giurgiu","Strada","Negru Vodă","nr. 118-T","080508"
"Giurgiu","Giurgiu","Aleea","Cărămidarii Vechi","","080533"
"Giurgiu","Giurgiu","Strada","Digului","","080311"
"Giurgiu","Giurgiu","Fundătura","Digului","","080313"
"Giurgiu","Giurgiu","Strada","Delavrancea Ștefănescu Barbu","","080315"
"Giurgiu","Giurgiu","Bulevardul","1907","","080316"
"Giurgiu","Giurgiu","Piața","1907","nr. 2-T","080318"
"Giurgiu","Giurgiu","Fundătura","1907","","080319"
"Giurgiu","Giurgiu","Strada","Caragiale Ion Luca","","080321"
"Giurgiu","Giurgiu","Intrarea","Lămâiței","","080322"
"Giurgiu","Giurgiu","Intrarea","Liniștei","","080323"
"Giurgiu","Giurgiu","Strada","Iorga Nicolae","nr. 49-T","080325"
"Giurgiu","Giurgiu","Strada","Iorga Nicolae","nr. 56A-T","080327"
"Giurgiu","Giurgiu","Strada","Berzei","","080351"
"Giurgiu","Giurgiu","Bulevardul","Brătianu I. C. Ion","nr. 171-T","080363"
"Giurgiu","Giurgiu","Bulevardul","Brătianu I. C. Ion","nr. 194-T","080366"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 1-67","080371"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","bl. U30","080374"
"Giurgiu","Giurgiu","Strada","Titulescu Nicolae","nr. 2-84","080374"
"Giurgiu","Giurgiu","Strada","23 August","bl. U2","080438"
"Giurgiu","Giurgiu","Strada","Ramadan","nr. 23-T","080617"
"Giurgiu","Giurgiu","Strada","Ramadan","nr. 22-T","080619"
"Giurgiu","Giurgiu","Strada","Ialomicioarei","nr. 1-23","080671"
"Giurgiu","Giurgiu","Strada","Ialomicioarei","nr. 2-16","080673"
"Giurgiu","Giurgiu","Intrarea","Ialomicioarei","","080675"
"Giurgiu","Giurgiu","Fundătura","Ialomicioarei","","080676"
"Giurgiu","Giurgiu","Intrarea","Dumbrăveni","","080691"
"Giurgiu","Giurgiu","Strada","Siliștei","","080692"
"Giurgiu","Giurgiu","Strada","Uzinei","","080693"
"Giurgiu","Giurgiu","Strada","Ancorei","","080694"
"Giurgiu","Giurgiu","Intrarea","Vișinului","","080695"
"Giurgiu","Giurgiu","Strada","Nucului","","080696"
"Giurgiu","Giurgiu","Strada","Cetățuia","","080697"
"Giurgiu","Giurgiu","Intrarea","Izvor","","080698"
"Giurgiu","Giurgiu","Fundătura","Caraiman","","080699"
"Giurgiu","Giurgiu","Ulița","Malu","","080701"
"Giurgiu","Giurgiu","Intrarea","Fragilor","","080702"
"Giurgiu","Giurgiu","Șoseaua","Alexandriei","nr. 1-85","080641"
"Giurgiu","Giurgiu","Șoseaua","Alexandriei","nr. 87-T","080642"
"Giurgiu","Giurgiu","Șoseaua","Alexandriei","nr. 2-88","080643"
"Giurgiu","Giurgiu","Șoseaua","Alexandriei","nr. 90-T","080644"
"Giurgiu","Giurgiu","Intrarea","Alexandriei","","080645"
"Giurgiu","Giurgiu","Aleea","Toamnei","","080646"
"Giurgiu","Giurgiu","Strada","Oltului","","080647"
"Giurgiu","Giurgiu","Intrarea","Oltului","","080648"
"Giurgiu","Giurgiu","Fundătura","Oltului","","080649"
"Giurgiu","Giurgiu","Fundătura","Viilor","","080651"
"Giurgiu","Giurgiu","Strada","Plopilor","","080652"
"Giurgiu","Giurgiu","Drumul","Plopilor","","080653"
"Giurgiu","Giurgiu","Intrarea","Plopilor","","080654"
"Giurgiu","Giurgiu","Fundătura","Plopilor","","080655"
"Giurgiu","Giurgiu","Ulița","Plopilor","","080656"
"Giurgiu","Giurgiu","Fundătura","Negoiu","","080657"
"Giurgiu","Giurgiu","Intrarea","Arinului","","080658"
"Giurgiu","Giurgiu","Intrarea","Arțarului","","080659"
"Giurgiu","Giurgiu","Intrarea","Răsurei","","080661"
"Giurgiu","Giurgiu","Strada","Mureș","","080662"
"Giurgiu","Giurgiu","Intrarea","Mureș","","080663"
"Giurgiu","Giurgiu","Ulița","Salcâmului","","080664"
"Giurgiu","Giurgiu","Intrarea","Lotrului","","080665"
"Giurgiu","Giurgiu","Intrarea","Hodivoaia","","080666"
"Giurgiu","Giurgiu","Intrarea","Ralești","","080667"
"Giurgiu","Giurgiu","Drumul","Amurgului","","080668"
"Giurgiu","Giurgiu","Strada","Cerna","","080669"
"Giurgiu","Giurgiu","Strada","Ialomicioarei","nr. 25-T","080672"
"Giurgiu","Giurgiu","Strada","Ialomicioarei","nr. 18-T","080674"
"Giurgiu","Giurgiu","Strada","Austrului","","080677"
"Giurgiu","Giurgiu","Aleea","Primăverii","","080678"
"Giurgiu","Giurgiu","Fundătura","Panduri","","080679"
"Giurgiu","Giurgiu","Intrarea","Oltețului","","080681"
"Giurgiu","Giurgiu","Intrarea","Ostrovului","","080682"
"Giurgiu","Giurgiu","Intrarea","Bucegi","","080683"
"Giurgiu","Giurgiu","Ulița","Tufănicii","","080841"
"Giurgiu","Giurgiu","Aleea","Alexandriei","bl. C 20, 32","080621"
"Giurgiu","Giurgiu","Aleea","Alexandriei","nr. 1-5","080621"
"Giurgiu","Giurgiu","Aleea","Alexandriei","bl. A5-A8, C40","080624"
"Giurgiu","Giurgiu","Aleea","Alexandriei","nr. 2-8","080624"
"Giurgiu","Giurgiu","Aleea","Alexandriei","bl. A1-A4","080625"
"Giurgiu","Giurgiu","Aleea","Alexandriei","nr. 10-T","080625"
"Giurgiu","Giurgiu","Strada","Prunaru","","080711"
"Giurgiu","Giurgiu","Fundătura","Prunaru","","080712"
"Giurgiu","Giurgiu","Fundătura","Frăsinet","","080713"
"Giurgiu","Giurgiu","Drumul","Stăneștiului","","080714"
"Giurgiu","Giurgiu","Drumul","Cătunului","","080715"
"Giurgiu","Giurgiu","Strada","Murelor","","080716"
"Giurgiu","Giurgiu","Fundătura","Murelor","","080717"
"Giurgiu","Giurgiu","Intrarea","Gladiolelor","","080718"
"Giurgiu","Giurgiu","Intrarea","Căpșunilor","","080719"
"Giurgiu","Giurgiu","Strada","Garoafei","","080721"
"Giurgiu","Giurgiu","Strada","Cireșului","","080722"
"Giurgiu","Giurgiu","Fundătura","Cireșului","","080723"
"Giurgiu","Giurgiu","Intrarea","Smochinului","","080724"
"Giurgiu","Giurgiu","Intrarea","Piersicului","","080725"
"Giurgiu","Giurgiu","Fundătura","Caisului","","080726"
"Giurgiu","Giurgiu","Strada","23 August","nr. 3-55","080432"
"Giurgiu","Giurgiu","Strada","23 August","nr. 57-T","080433"
"Giurgiu","Giurgiu","Strada","23 August","nr. 16-56","080435"
"Giurgiu","Giurgiu","Strada","23 August","bl. F 40; R","080436"
"Giurgiu","Giurgiu","Strada","23 August","nr. 58-T","080436"
"Giurgiu","Giurgiu","Fundătura","23 August","","080437"
"Giurgiu","Giurgiu","Strada","Transilvaniei","","080611"
"Giurgiu","Giurgiu","Strada","Banat","","080612"
"Giurgiu","Giurgiu","Strada","Lucan Dan","","080613"
"Giurgiu","Giurgiu","Strada","Ignat Ion","","080614"
"Giurgiu","Giurgiu","Strada","Gelea Marin","","080615"
"Giurgiu","Giurgiu","Strada","Ramadan","nr. 1-21","080616"
"Giurgiu","Giurgiu","Strada","Ramadan","nr. 2-20","080618"
"Giurgiu","Giurgiu","Aleea","Alexandriei","bl. B1-B3, T","080622"
"Giurgiu","Giurgiu","Aleea","Alexandriei","nr. 7-13","080622"
"Giurgiu","Giurgiu","Aleea","Alexandriei","bl. S, G1-G2","080623"
"Giurgiu","Giurgiu","Aleea","Alexandriei","nr. 15-T","080623"
"Giurgiu","Giurgiu","Ulița","Lainici","","080626"
"Giurgiu","Giurgiu","Strada","Căminului","","080627"
"Giurgiu","Giurgiu","Strada","Crișului","","080628"
"Giurgiu","Giurgiu","Strada","Biruinței","","080629"
"Giurgiu","Giurgiu","Intrarea","Panselelor","","080631"
"Giurgiu","Giurgiu","Intrarea","Spicului","","080632"
"Giurgiu","Giurgiu","Strada","Gorunului","","080731"
"Giurgiu","Giurgiu","Strada","Mesteacănului","","080732"
"Giurgiu","Giurgiu","Strada","Paltinului","","080733"
"Giurgiu","Giurgiu","Strada","Cedrului","","080734"
"Giurgiu","Giurgiu","Strada","București","nr. 31-T","080044"
"Giurgiu","Giurgiu","Strada","București","bl. T120","080045"
"Giurgiu","Giurgiu","Strada","București","nr. 2-12","080045"
"Giurgiu","Giurgiu","Strada","București","bl. 101-106, 2/1B-5/1B","080046"
"Giurgiu","Giurgiu","Strada","București","nr. 14-48","080046"
"Giurgiu","Giurgiu","Strada","București","nr. 50-T","080047"
"Giurgiu","Giurgiu","Strada","Gogol Nicolae","","080113"
"Giurgiu","Giurgiu","Strada","Foișor","","080114"
"Giurgiu","Giurgiu","Bulevardul","Independenței","bl. 110","080115"
"Giurgiu","Giurgiu","Bulevardul","Independenței","nr. 1-T","080115"
"Giurgiu","Giurgiu","Bulevardul","Independenței","bl. 107","080116"
"Giurgiu","Giurgiu","Bulevardul","Independenței","nr. 2-T","080116"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","bl. 114","080123"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","nr. 59-89","080123"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","bl. 209-211","080182"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","nr. 19-75","080182"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","nr. 2","080184"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","bl. 610-613","080185"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","nr. 4-6","080185"
"Giurgiu","Giurgiu","Bulevardul","Mihai Viteazul","nr. 8-74","080186"
"Giurgiu","Giurgiu","Strada","Rozelor","nr. 1-T","080252"
"Giurgiu","Giurgiu","Strada","Rozelor","nr. 2-T","080253"
"Giurgiu","Giurgiu","Fundătura","Rozelor","","080254"
"Giurgiu","Giurgiu","Fundătura","Nufărului","","080255"
"Giurgiu","Giurgiu","Fundătura","Bujorului","","080256"
"Giurgiu","Giurgiu","Ulița","Castanului","","080257"
"Giurgiu","Giurgiu","Strada","Pietrelor","","080258"
"Giurgiu","Giurgiu","Ulița","Fagului","","080265"
"Giurgiu","Giurgiu","Șoseaua","București","bl. 120 Garsoniere, 202/5D, 27/511, 29/511, 28/853, 43/4D","080301"
"Giurgiu","Giurgiu","Șoseaua","București","nr. 1-51","080301"
"Giurgiu","Giurgiu","Șoseaua","București","bl. 205/3S1-208/3S1","080305"
"Giurgiu","Giurgiu","Șoseaua","București","nr. 2-24","080305"
"Giurgiu","Giurgiu","Strada","Tineretului","bl. 15/613-19/613, 24/613, 4A/613, 201-204","080272"
"Giurgiu","Giurgiu","Strada","Tineretului","bl. 200A, 200B, B1 Garsoniere, B2 Garsoniere, 70 Garsoniere","080272"
"Giurgiu","Giurgiu","Strada","Tineretului","nr. 9-41","080272"
"Giurgiu","Giurgiu","Strada","Tineretului","bl. 4/220-6/220, 206, 13/613, A200CF, E200CF, F200CF, Cămin SNG","080274"
"Giurgiu","Giurgiu","Strada","Tineretului","bl. 64, L1, L2, Cămin 1, Cămin 2","080274"
"Giurgiu","Giurgiu","Strada","Tineretului","nr. 81-109","080274"
"Giurgiu","Giurgiu","Strada","București","bl. 6/300-9/300","080043"
"Giurgiu","Giurgiu","Strada","București","nr. 1-29","080043"
"Giurgiu","Giurgiu","Piața","Unirii","bl. 92","080054"
"Giurgiu","Giurgiu","Piața","Unirii","nr. 1-T","080054"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","bl. 32/335-34/335, 38/335-40/335","080121"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","nr. 1-15","080121"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","bl. 37/335, 5 GITOUR, 32 CFR","080122"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","nr. 17-57","080122"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","bl. 35/335-36/335","080125"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","nr. 2-22","080125"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","bl. 20 DUNAPREF","080126"
"Giurgiu","Giurgiu","Bulevardul","C.F.R.","nr. 24-56","080126"
"Giurgiu","Giurgiu","Strada","Alecsandri Vasile","nr. 1-T","080441"
"Giurgiu","Giurgiu","Strada","Alecsandri Vasile","bl. 39","080442"
"Giurgiu","Giurgiu","Strada","Alecsandri Vasile","nr. 2-12","080442"
"Giurgiu","Giurgiu","Strada","Alecsandri Vasile","bl. 1/300-4/300","080443"
"Giurgiu","Giurgiu","Strada","Alecsandri Vasile","nr. 14-T","080443"
"Giurgiu","Giurgiu","Strada","Gării","bl. 48","080444"
"Giurgiu","Giurgiu","Strada","Gării","nr. 1-7","080444"
"Giurgiu","Giurgiu","Strada","Sadoveanu Mihail","","080471"
"Giurgiu","Giurgiu","Strada","Salciei","","080472"
"Giurgiu","Giurgiu","Fundătura","Cantonului","","080473"
"Giurgiu","Giurgiu","Aleea","C.F.R.","","080474"
"Giurgiu","Giurgiu","Șoseaua","Portului","nr. 1-T","080011"
"Giurgiu","Giurgiu","Șoseaua","Portului","nr. 2-T","080012"
"Giurgiu","Giurgiu","Strada","Episcopiei","nr. 1","080013"
"Giurgiu","Giurgiu","Strada","Episcopiei","nr. 2","080016"
"Prahova","Ploiești","Piața","Victoriei","bl. A Est, B Est, C1-C3, C2-C4","100001"
"Prahova","Ploiești","Strada","Cuza Vodă","nr. 8","100002"
"Prahova","Ploiești","Strada","Elena Doamna","bl. 31T, 31S, 12 bis, 32A, 32K, 31U","100002"
"Prahova","Ploiești","Strada","Elena Doamna","nr. 1","100002"
"Prahova","Ploiești","Strada","Lăpușna","","100002"
"Prahova","Ploiești","Bulevardul","Republicii","bl. 32B-32D","100002"
"Prahova","Ploiești","Bulevardul","Republicii","nr. 65","100002"
"Prahova","Ploiești","Strada","Elena Doamna","nr. 25-77; 12-74; 78","100003"
"Prahova","Ploiești","Strada","Victoriei","","100003"
"Prahova","Ploiești","Strada","Horei","","100004"
"Prahova","Ploiești","Strada","Pinului","","100004"
"Prahova","Ploiești","Strada","Verii","","100005"
"Prahova","Ploiești","Bulevardul","Republicii","nr. 1-15","100008"
"Prahova","Ploiești","Piața","Victoriei","nr. 4-8","100008"
"Prahova","Ploiești","Bulevardul","Republicii","bl. A1-A7","100009"
"Prahova","Ploiești","Bulevardul","Republicii","nr. 17-25","100009"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 1-35; 14-36","100010"
"Prahova","Ploiești","Strada","Cuza Vodă","nr. 2-6","100010"
"Prahova","Ploiești","Strada","Trei Ierarhi","","100010"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 37-71; 38-48","100011"
"Prahova","Ploiești","Strada","Piatra Craiului","","100011"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 50-88","100012"
"Prahova","Ploiești","Aleea","Porumbacu","","100012"
"Prahova","Ploiești","Strada","Rotari","","100012"
"Prahova","Ploiești","Strada","Caragiale Ion Luca","","100015"
"Prahova","Ploiești","Strada","Vlad Țepeș","bl. D7, D7A","100015"
"Prahova","Ploiești","Strada","Vlad Țepeș","nr. 17-21; 20-36","100015"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 73-143","100016"
"Prahova","Ploiești","Strada","Minelor","","100016"
"Prahova","Ploiești","Strada","Poteca Eufrosin","","100016"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 90-158","100017"
"Prahova","Ploiești","Strada","Mândra","","100018"
"Prahova","Ploiești","Strada","Vasile Lupu","","100018"
"Prahova","Ploiești","Strada","Cuza Vodă","bl. C1A-C1B, D4-D6, D8A","100019"
"Prahova","Ploiești","Strada","Cuza Vodă","bl. D8B, D9-D11","100019"
"Prahova","Ploiești","Strada","Vlad Țepeș","nr. 23-43; 38-62","100019"
"Prahova","Ploiești","Strada","Cooperației","","100022"
"Prahova","Ploiești","Strada","Grigorescu Constantin Teodor","","100022"
"Prahova","Ploiești","Strada","Ionescu Take","","100022"
"Prahova","Ploiești","Strada","Kutuzov","","100022"
"Prahova","Ploiești","Strada","Mărășești","nr. 1-15; 2-22","100022"
"Prahova","Ploiești","Strada","Delavrancea Barbu","","100023"
"Prahova","Ploiești","Strada","Mărășești","nr. 17-21","100023"
"Prahova","Ploiești","Strada","Pann Anton","","100023"
"Prahova","Ploiești","Strada","Vlaicu Aurel","","100023"
"Prahova","Ploiești","Strada","Mărășești","nr. 23-51; 24-58","100024"
"Prahova","Ploiești","Strada","Rudului","nr. 1-51; 2-78","100024"
"Prahova","Ploiești","Strada","Săpunari","","100024"
"Prahova","Ploiești","Strada","Donici Alexandru","","100025"
"Prahova","Ploiești","Strada","Mercur","","100025"
"Prahova","Ploiești","Strada","Suceava","","100025"
"Prahova","Ploiești","Strada","Cerceluș","","100028"
"Prahova","Ploiești","Bulevardul","Independenței","","100028"
"Prahova","Ploiești","Strada","Rahovei","","100028"
"Prahova","Ploiești","Strada","Maramureș","","100029"
"Prahova","Ploiești","Strada","Moldovei","","100029"
"Prahova","Ploiești","Strada","Sitarului","","100029"
"Prahova","Ploiești","Strada","Gladiolelor","","100030"
"Prahova","Ploiești","Piața","Victoriei","nr. 5-9","100030"
"Prahova","Ploiești","Strada","Lazăr Gheorghe","","100031"
"Prahova","Ploiești","Strada","Ștefan cel Mare","nr. 1-7; 2-T","100031"
"Prahova","Ploiești","Strada","Basarabescu A. Ion","","100032"
"Prahova","Ploiești","Strada","Golești","","100032"
"Prahova","Ploiești","Strada","Miciurin","","100032"
"Prahova","Ploiești","Strada","Simache Nicolae","","100032"
"Prahova","Ploiești","Strada","Bălcescu Nicolae","nr. 1-9; 2-8","100035"
"Prahova","Ploiești","Strada","Dobrogeanu Gherea Constantin","","100035"
"Prahova","Ploiești","Strada","Basarabilor","","100036"
"Prahova","Ploiești","Strada","Moșoiu Traian, general","","100036"
"Prahova","Ploiești","Strada","Panselei","","100037"
"Prahova","Ploiești","Strada","Paris","","100037"
"Prahova","Ploiești","Strada","Unirii","nr. 4-8","100037"
"Prahova","Ploiești","Strada","Romană","nr. 1-45; 2-74","100038"
"Prahova","Ploiești","Strada","Bibescu Vodă","","100039"
"Prahova","Ploiești","Strada","Constanței","","100039"
"Prahova","Ploiești","Strada","Coșbuc George","","100039"
"Prahova","Ploiești","Strada","Caragiu Toma","","100042"
"Prahova","Ploiești","Strada","Kogălniceanu Mihail","","100042"
"Prahova","Ploiești","Strada","Unirii","nr. 2","100043"
"Prahova","Ploiești","Strada","Zola Emil","","100043"
"Prahova","Ploiești","Strada","Griviței","","100044"
"Prahova","Ploiești","Strada","Milea Vasile, general","","100045"
"Prahova","Ploiești","Strada","Carpați","","100046"
"Prahova","Ploiești","Strada","Ulierului","","100046"
"Prahova","Ploiești","Strada","Văleni","bl. 33I, 33K","100046"
"Prahova","Ploiești","Strada","Văleni","nr. 1-27; 2-32","100046"
"Prahova","Ploiești","Strada","Magnoliei","","100049"
"Prahova","Ploiești","Strada","Plăieșilor","nr. 1-13; 2-14","100049"
"Prahova","Ploiești","Strada","Tatra","","100049"
"Prahova","Ploiești","Strada","Plăieșilor","nr. 15-37; 16-42","100050"
"Prahova","Ploiești","Strada","Rucăr","","100050"
"Prahova","Ploiești","Strada","Averescu, mareșal","","100051"
"Prahova","Ploiești","Strada","Ceahlău","","100051"
"Prahova","Ploiești","Strada","Fuiorului","","100051"
"Prahova","Ploiești","Strada","Mărășești","nr. 53-89; 60-138","100051"
"Prahova","Ploiești","Strada","Negoiului","","100051"
"Prahova","Ploiești","Strada","Plăieșilor","nr. 39-59; 44-50; 52A","100051"
"Prahova","Ploiești","Strada","Albinei","","100052"
"Prahova","Ploiești","Strada","Mărășești","nr. 91-107","100052"
"Prahova","Ploiești","Strada","Panciu","","100052"
"Prahova","Ploiești","Strada","Pârvan Vasile","","100052"
"Prahova","Ploiești","Strada","Turlei","","100052"
"Prahova","Ploiești","Strada","Văratec","","100052"
"Prahova","Ploiești","Strada","Zăganul","","100052"
"Prahova","Ploiești","Strada","Borsec","","100053"
"Prahova","Ploiești","Strada","Câmpinița","","100053"
"Prahova","Ploiești","Strada","Lopătari","","100053"
"Prahova","Ploiești","Strada","Mărășești","nr. 109-183; 140-214","100053"
"Prahova","Ploiești","Strada","Olteni","","100053"
"Prahova","Ploiești","Strada","Rândunelelor","","100053"
"Prahova","Ploiești","Strada","Russo Alecu","","100053"
"Prahova","Ploiești","Strada","Scărișoara","","100053"
"Prahova","Ploiești","Strada","Borzești","","100054"
"Prahova","Ploiești","Strada","Vladimirescu Tudor","","100054"
"Prahova","Ploiești","Strada","13 Septembrie","","100057"
"Prahova","Ploiești","Strada","Iazului","","100057"
"Prahova","Ploiești","Strada","Lobacevschi Nicolae","","100057"
"Prahova","Ploiești","Strada","Popa Farcaș","nr. 1-17; 2-18","100057"
"Prahova","Ploiești","Strada","Popa Șapcă","","100057"
"Prahova","Ploiești","Strada","Dunării","","100058"
"Prahova","Ploiești","Strada","Popa Farcaș","nr. 17B-29; 20-36","100058"
"Prahova","Ploiești","Strada","Racoviță Emil","","100058"
"Prahova","Ploiești","Strada","Darwin Charles","","100059"
"Prahova","Ploiești","Strada","Dorna","","100059"
"Prahova","Ploiești","Strada","Horia","","100059"
"Prahova","Ploiești","Strada","Popa Farcaș","nr. 31-71; 38-70","100059"
"Prahova","Ploiești","Strada","Goldiș Vasile","","100060"
"Prahova","Ploiești","Strada","Gorăslău","","100060"
"Prahova","Ploiești","Strada","Gutuilor","","100060"
"Prahova","Ploiești","Strada","Lugojana","","100060"
"Prahova","Ploiești","Strada","Șantierului","","100060"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 145-155","100061"
"Prahova","Ploiești","Strada","Cantacuzino Gheorghe Grigore","nr. 160-182","100062"
"Prahova","Ploiești","Strada","Ciucaș","","100062"
"Prahova","Ploiești","Strada","Curcubeului","","100062"
